,,,,,,Scoring,Scoring,Scoring,,,,,Special Teams,Special Teams,,Assists,Assists,Assists,Shot Data,Shot Data,Ice Time,Ice Time,,,,,
Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
696,John-Jason Peterka\peterjo01,20,BUF,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,32,16:08,2,1,0,0,
697,Jacob Peterson\peterja01,22,DAL,C,53,11,4,15,0,10,1.6,11,0,0,4,4,0,0,72,15.3,593,11:12,20,18,54,48,52.9
698,Jeff Petry\petryje01,34,MTL,D,57,4,12,16,-10,30,2.4,4,0,0,0,10,1,1,92,4.3,1269,22:16,93,124,0,0,
699,Elias Pettersson\petteel01,23,VAN,C,65,20,27,47,0,8,4.7,10,8,2,3,15,12,0,139,14.4,1186,18:15,38,36,210,264,44.3
700,Marcus Pettersson\pettema01,25,PIT,D,60,1,14,15,3,32,2.8,1,0,0,0,14,0,0,59,1.7,947,15:47,61,108,0,0,
701,Michael Pezzetta\pezzemi01,23,MTL,C,44,5,3,8,-7,68,0.5,5,0,0,0,3,0,0,40,12.5,341,7:45,7,132,5,5,50
702,Isaak Phillips\phillis01,20,CHI,D,4,0,0,0,-1,4,0,0,0,0,0,0,0,0,4,0,49,12:20,1,3,0,0,
703,Alex Pietrangelo\pietral01,32,VEG,D,66,12,26,38,1,40,6.4,8,3,1,0,17,7,2,192,6.3,1654,25:04:00,137,60,0,0,
704,Garrett Pilon\pilonga01,23,WSH,C,2,1,0,1,1,0,0.2,1,0,0,0,0,0,0,1,100,19,9:25,0,2,8,10,44.4
705,Shane Pinto\pintosh01,21,OTT,C,5,0,1,1,0,2,0,0,0,0,0,0,1,0,5,0,65,12:57,1,0,17,35,32.7
706,Neal Pionk\pionkne01,26,WPG,D,61,3,26,29,4,38,4.3,2,1,0,1,17,9,0,121,2.5,1317,21:35,74,152,0,0,
707,Rem Pitlick\pitlire01,24,TOT,C,49,12,17,29,-1,20,2.8,11,0,1,1,16,1,0,44,27.3,688,14:02,22,20,43,50,46.2
707,Rem Pitlick\pitlire01,24,MTL,C,29,6,12,18,-2,8,1.5,5,0,1,0,11,1,0,31,19.4,493,17:00,17,13,40,49,44.9
707,Rem Pitlick\pitlire01,24,MIN,C,20,6,5,11,1,12,1.3,6,0,0,1,5,0,0,13,46.2,194,9:43,5,7,3,1,75
708,Tyler Pitlick\pitlity01,30,TOT,C,27,0,2,2,-5,2,-0.5,0,0,0,0,2,0,0,21,0,300,11:07,16,57,1,3,25
708,Tyler Pitlick\pitlity01,30,CGY,C,25,0,2,2,-5,2,-0.5,0,0,0,0,2,0,0,19,0,292,11:41,16,55,1,3,25
708,Tyler Pitlick\pitlity01,30,MTL,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,3:56,0,2,0,0,
709,Vasily Podkolzin\podkova01,20,VAN,RW,64,10,6,16,4,18,1.5,10,0,0,3,5,1,0,90,11.1,778,12:10,25,69,7,6,53.8
710,Ryan Poehling\poehlry01,23,MTL,C,45,5,7,12,-19,4,0.1,4,1,0,1,7,0,0,70,7.1,556,12:22,15,36,171,199,46.2
711,Austin Poganski\poganau01,25,WPG,RW,16,0,0,0,-3,7,-0.4,0,0,0,0,0,0,0,9,0,149,9:19,5,23,0,0,
712,Brayden Point\pointbr01,25,TBL,C,50,24,24,48,-3,25,5.2,17,7,0,4,16,8,0,137,17.5,982,19:38,16,48,275,262,51.2
713,Tucker Poolman\poolmtu01,28,VAN,D,39,1,2,3,3,12,1.3,1,0,0,0,2,0,0,47,2.1,676,17:19,73,31,0,0,
714,Andrew Poturalski\poturan01,28,CAR,C,2,0,2,2,-1,0,0.1,0,0,0,0,0,2,0,4,0,20,10:09,1,0,3,4,42.9
715,Derrick Pouliot\poulide01,28,TOT,D,3,0,1,1,1,2,0.2,0,0,0,0,1,0,0,1,0,45,15:03,6,5,0,0,
715,Derrick Pouliot\poulide01,28,VEG,D,2,0,1,1,0,2,0.1,0,0,0,0,1,0,0,0,,29,14:20,5,4,0,0,
715,Derrick Pouliot\poulide01,28,SEA,D,1,0,0,0,1,0,0.1,0,0,0,0,0,0,0,1,0,16,16:28,1,1,0,0,
716,Chase Priskie\priskch02,25,FLA,D,4,0,0,0,2,2,0.1,0,0,0,0,0,0,0,4,0,56,14:00,3,3,0,0,
717,Aliaksei Protas\protaal01,21,WSH,C,33,3,6,9,4,0,0.7,3,0,0,0,5,1,0,34,8.8,391,11:50,12,20,56,69,44.8
718,Ivan Provorov\provoiv01,25,PHI,D,62,5,15,20,-8,22,3.3,4,1,0,1,10,3,2,118,4.2,1539,24:49:00,126,53,0,0,
719,Ethan Prow\prowet01,29,BUF,D,4,1,0,1,-1,0,0.2,1,0,0,0,0,0,0,2,50,51,12:44,3,2,0,0,
720,Jesse Puljujarvi\puljuje01,23,EDM,RW,52,12,19,31,13,20,3.1,8,4,0,1,16,3,0,130,9.2,850,16:21,12,54,0,0,
721,Ryan Pulock\pulocry01,27,NYI,D,38,2,12,14,-2,2,2.5,2,0,0,0,9,2,1,73,2.7,781,20:33,92,60,0,0,
722,Valtteri Puustinen\puustva01,22,PIT,RW,1,0,1,1,2,0,0.2,0,0,0,0,1,0,0,1,0,10,10:14,0,1,0,0,
723,Mark Pysyk\pysykma01,30,BUF,D,62,2,9,11,-5,16,2.2,2,0,0,0,9,0,0,57,3.5,1120,18:04,82,40,0,0,
724,Jack Quinn\quinnja01,20,BUF,RW,2,1,1,2,0,0,0.3,0,1,0,0,1,0,0,6,16.7,30,14:53,1,0,0,0,
725,Darren Raddysh\raddyda01,25,TBL,D,4,0,0,0,1,0,0.1,0,0,0,0,0,0,0,2,0,43,10:40,6,4,0,0,
726,Taylor Raddysh\raddyta01,23,TOT,RW,58,7,9,16,5,8,1.3,4,2,1,1,8,1,0,73,9.6,666,11:29,18,78,6,9,40
726,Taylor Raddysh\raddyta01,23,TBL,RW,53,5,7,12,5,8,0.8,4,0,1,1,6,1,0,61,8.2,586,11:03,17,62,6,9,40
726,Taylor Raddysh\raddyta01,23,CHI,RW,5,2,2,4,0,0,0.5,0,2,0,0,2,0,0,12,16.7,80,15:56,1,16,0,0,
727,Alexander Radulov\radulal01,35,DAL,RW,58,4,17,21,-15,24,0.6,3,1,0,2,11,6,0,80,5,845,14:34,46,37,9,10,47.4
728,Michael Raffl\rafflmi01,33,DAL,LW,58,6,8,14,-12,14,0.2,6,0,0,1,6,0,2,78,7.7,838,14:27,26,99,12,8,60
729,Rickard Rakell\rakelri01,28,TOT,RW,54,16,12,28,-9,8,2.6,11,5,0,1,8,4,0,140,11.4,984,18:13,34,68,34,41,45.3
729,Rickard Rakell\rakelri01,28,ANA,RW,51,16,12,28,-7,8,2.7,11,5,0,1,8,4,0,136,11.8,936,18:21,32,61,33,41,44.6
729,Rickard Rakell\rakelri01,28,PIT,RW,3,0,0,0,-2,0,-0.2,0,0,0,0,0,0,0,4,0,49,16:10,2,7,1,0,100
730,Sampo Ranta\rantasa01,21,COL,LW,10,0,0,0,-4,2,-0.4,0,0,0,0,0,0,0,9,0,109,10:54,6,9,2,2,50
731,Mikko Rantanen\rantami01,25,COL,RW,62,32,45,77,33,52,9.3,18,14,0,1,30,15,0,216,14.8,1299,20:57,33,46,123,152,44.7
732,Victor Rask\raskvi01,28,TOT,C,30,5,8,13,6,2,1.3,5,0,0,0,8,0,0,31,16.1,326,10:52,2,10,84,83,50.3
732,Victor Rask\raskvi01,28,MIN,C,29,5,8,13,7,2,1.4,5,0,0,0,8,0,0,30,16.7,311,10:44,2,9,83,83,50
732,Victor Rask\raskvi01,28,SEA,C,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,15,14:31,0,1,1,0,100
733,Adam Raska\raskaad01,20,SJS,RW,5,0,0,0,1,7,0,0,0,0,0,0,0,0,2,0,40,8:03,0,15,0,0,
734,Michael Rasmussen\rasmumi01,22,DET,C,63,8,11,19,-23,36,0.3,8,0,0,1,9,2,0,97,8.2,902,14:19,50,89,337,347,49.3
735,Isaac Ratcliffe\ratclis01,22,PHI,LW,10,1,3,4,-1,10,0.3,1,0,0,0,1,2,0,14,7.1,107,10:45,8,16,0,1,0
736,Jack Rathbone\rathbja01,22,VAN,D,9,0,0,0,-5,2,-0.2,0,0,0,0,0,0,0,10,0,124,13:49,8,5,0,0,
737,Kyle Rau\rauky01,29,MIN,C,5,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,44,8:49,0,6,1,1,50
738,Lucas Raymond\raymolu01,19,DET,LW,65,20,28,48,-15,14,4.1,15,5,0,2,18,10,0,149,13.4,1188,18:16,18,49,10,12,45.5
739,Ryan Reaves\reavery01,35,NYR,RW,56,2,8,10,-11,37,-0.1,2,0,0,0,8,0,0,34,5.9,596,10:39,10,232,1,1,50
740,Scott Reedy\reedysc01,22,SJS,C,18,1,1,2,-3,2,-0.1,1,0,0,1,1,0,0,12,8.3,212,11:45,15,5,34,50,40.5
741,Alec Regula\regulal01,21,CHI,D,6,0,0,0,1,2,0.2,0,0,0,0,0,0,0,2,0,96,16:03,5,9,0,0,
742,Kristian Reichel\reichkr01,23,WPG,F,13,1,1,2,-2,7,0,1,0,0,0,1,0,0,18,5.6,135,10:24,10,14,1,0,100
743,Lukas Reichel\reichlu01,19,CHI,LW,5,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,8,0,71,14:11,1,0,14,27,34.1
744,Mike Reilly\reillmi01,28,BOS,D,57,4,10,14,3,16,3.2,3,0,1,0,8,2,0,109,3.7,1084,19:01,50,77,0,0,
745,Sam Reinhart\reinhsa01,26,FLA,C,61,24,38,62,22,13,6.9,14,10,0,4,25,11,2,148,16.2,1069,17:32,24,40,145,154,48.5
746,Sheldon Rempal\rempash01,26,VAN,RW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,2,0,9,9:11,0,0,0,0,
747,Dan Renouf\renouda01,27,DET,D,4,0,0,0,-2,7,-0.1,0,0,0,0,0,0,0,3,0,56,14:00,2,4,0,0,
748,Brad Richardson\richabr02,36,TOT,C,30,2,2,4,-3,29,0,2,0,0,0,2,0,0,21,9.5,300,10:01,13,44,94,63,59.9
748,Brad Richardson\richabr02,36,CGY,C,27,2,2,4,-2,27,0,2,0,0,0,2,0,0,19,10.5,268,9:56,9,40,80,56,58.8
748,Brad Richardson\richabr02,36,VAN,C,3,0,0,0,-1,2,-0.1,0,0,0,0,0,0,0,2,0,32,10:41,4,4,14,7,66.7
749,Morgan Rielly\riellmo01,27,TOR,D,64,6,43,49,7,30,6.7,4,2,0,3,25,16,2,174,3.4,1535,23:59,63,62,0,0,
750,Juuso Riikola\riikoju01,28,PIT,D,5,0,1,1,2,2,0.3,0,0,0,0,1,0,0,7,0,67,13:23,2,13,0,0,
751,Rasmus Ristolainen\ristora01,27,PHI,D,58,2,14,16,-11,34,2.2,2,0,0,0,13,1,0,86,2.3,1245,21:28,111,206,0,0,
752,Brett Ritchie\ritchbr01,28,CGY,RW,31,1,0,1,-5,29,-0.5,1,0,0,0,0,0,0,46,2.2,301,9:43,4,53,0,2,0
753,Nick Ritchie\ritchni01,26,TOT,LW,46,8,9,17,-5,39,1.3,7,1,0,0,6,3,0,74,10.8,556,12:05,19,120,0,4,0
753,Nick Ritchie\ritchni01,26,TOR,LW,33,2,7,9,-6,23,0.1,1,1,0,0,4,3,0,52,3.8,396,12:00,13,79,0,3,0
753,Nick Ritchie\ritchni01,26,ARI,LW,13,6,2,8,1,16,1.1,6,0,0,0,2,0,0,22,27.3,160,12:19,6,41,0,1,0
754,Jason Robertson\roberja01,22,DAL,LW,56,31,29,60,17,18,7.9,21,10,0,9,22,7,0,163,19,1012,18:04,19,39,0,0,
755,Nicholas Robertson\roberni01,20,TOR,LW,9,1,0,1,-4,2,-0.1,1,0,0,0,0,0,0,12,8.3,90,10:01,1,9,0,0,
756,Buddy Robinson\robinbu01,30,ANA,RW,30,1,5,6,2,19,0.4,1,0,0,0,5,0,0,36,2.8,273,9:05,10,52,0,5,0
757,Eric Robinson\robiner01,26,CBJ,LW,51,8,13,21,1,12,1.6,7,0,1,1,13,0,0,70,11.4,710,13:56,17,66,1,1,50
758,Evan Rodrigues\rodriev01,28,PIT,C,66,17,22,39,3,6,3.8,10,7,0,2,21,1,0,195,8.7,1101,16:41,27,68,167,180,48.1
759,Alexander Romanov\romanal01,22,MTL,D,62,3,9,12,0,37,2.6,3,0,0,0,9,0,0,84,3.6,1231,19:51,112,195,0,0,
760,Kevin Rooney\rooneke01,28,NYR,C,51,6,5,11,0,14,0.6,6,0,0,1,5,0,0,60,10,713,13:59,40,62,147,180,45
761,Calle Rosen\rosenca01,27,STL,D,6,0,2,2,-1,2,0.2,0,0,0,0,2,0,0,5,0,93,15:33,6,0,0,0,
762,Jack Roslovic\rosloja01,25,CBJ,C,65,12,20,32,0,8,2.8,11,1,0,1,18,2,0,95,12.6,844,12:59,20,43,266,348,43.3
763,Marco Rossi\rossima01,20,MIN,C,2,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,5,0,31,15:35,1,1,7,15,31.8
764,Antoine Roussel\roussan01,32,ARI,LW,47,3,3,6,-17,55,-0.7,3,0,0,1,3,0,0,48,6.3,561,11:57,32,65,17,22,43.6
765,Carter Rowney\rowneca01,32,DET,RW,26,4,2,6,-4,0,0.4,4,0,0,0,1,0,1,15,26.7,277,10:40,20,36,74,91,44.8
766,Matt Roy\royma04,26,LAK,D,58,1,16,17,17,22,4.2,1,0,0,0,12,2,2,140,0.7,1213,20:54,87,104,0,0,
767,Nicolas Roy\royni01,24,VEG,C,64,13,20,33,5,47,3,12,1,0,3,16,3,1,122,10.7,1055,16:29,31,66,396,403,49.6
768,Kristians Rubins\rubinkr01,24,TOR,D,3,0,0,0,-2,4,-0.1,0,0,0,0,0,0,0,5,0,35,11:45,2,12,0,0,
769,Chad Ruhwedel\ruhwech01,31,PIT,D,62,3,6,9,0,10,2.2,3,0,0,0,6,0,0,71,4.2,952,15:22,60,120,0,0,
770,Arttu Ruotsalainen\ruotsar01,24,BUF,F,18,2,2,4,-1,6,0.2,2,0,0,0,2,0,0,23,8.7,214,11:53,6,14,51,69,42.5
771,Kris Russell\russekr01,34,EDM,D,24,0,5,5,8,4,1.3,0,0,0,0,5,0,0,25,0,374,15:35,55,20,0,0,
772,Bryan Rust\rustbr01,29,PIT,RW,44,21,31,52,10,12,6.1,13,8,0,1,19,12,0,140,15,829,18:51,17,28,1,5,16.7
773,Jan Rutta\ruttaja02,31,TBL,D,60,2,12,14,13,40,3.3,2,0,0,0,12,0,0,67,3,995,16:35,62,70,0,0,
774,Adam Ruzicka\ruzicad01,22,CGY,C,23,5,4,9,6,8,1.2,5,0,0,0,4,0,0,27,18.5,234,10:10,5,19,91,99,47.9
775,Derek Ryan\ryande01,35,EDM,C,60,8,9,17,-5,6,1,8,0,0,2,9,0,0,59,13.6,679,11:19,26,27,247,187,56.9
776,Jonas R?ndbjerg\rondbjo01,22,VEG,RW,25,2,2,4,-1,2,0.1,2,0,0,0,2,0,0,23,8.7,245,9:49,9,12,0,2,0
777,Brandon Saad\saadbr01,29,STL,LW,60,19,17,36,7,8,3.8,13,5,1,1,12,4,1,121,15.7,979,16:19,14,19,6,9,40
778,Scott Sabourin\sabousc01,29,OTT,F,4,0,0,0,-1,7,-0.1,0,0,0,0,0,0,0,3,0,24,6:00,1,9,1,0,100
779,Robin Salo\saloro01,23,NYI,D,18,1,3,4,-4,4,0.6,1,0,0,0,2,1,0,22,4.5,307,17:03,19,5,0,0,
780,Dylan Samberg\sambedy01,23,WPG,D,6,0,2,2,-1,2,0.2,0,0,0,0,2,0,0,8,0,84,14:00,9,7,0,0,
781,Dmitri Samorukov\samordm01,22,EDM,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,2,2:28,0,0,0,0,
782,Mattias Samuelsson\samuema02,21,BUF,D,27,0,5,5,-5,10,0.7,0,0,0,0,5,0,0,27,0,518,19:10,40,56,0,0,
783,Linus Sandin\sandili01,25,PHI,F,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,6:59,2,0,0,0,
784,Rasmus Sandin\sandira01,21,TOR,D,51,5,11,16,9,4,3.2,5,0,0,3,8,3,0,46,10.9,865,16:58,39,88,0,0,
785,Zach Sanford\sanfoza01,27,TOT,LW,65,9,9,18,-12,37,0.9,8,1,0,0,7,2,0,87,10.3,920,14:10,58,136,4,16,20
785,Zach Sanford\sanfoza01,27,OTT,LW,62,9,8,17,-13,37,0.9,8,1,0,0,6,2,0,85,10.6,880,14:11,55,131,4,14,22.2
785,Zach Sanford\sanfoza01,27,WPG,LW,3,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0,41,13:35,3,5,0,2,0
786,Travis Sanheim\sanhetr01,25,PHI,D,63,5,19,24,6,22,4.7,5,0,0,1,19,0,0,99,5.1,1417,22:29,103,40,0,0,
787,David Savard\savarda01,31,MTL,D,45,3,9,12,-14,26,1.3,3,0,0,0,8,0,1,48,6.3,932,20:43,97,103,0,0,
788,Marco Scandella\scandma01,31,STL,D,53,1,10,11,10,16,2.4,1,0,0,0,8,0,2,61,1.6,930,17:33,56,73,0,0,
789,Colton Sceviour\scevico01,32,EDM,C,35,2,3,5,-6,26,-0.1,2,0,0,0,2,0,1,38,5.3,332,9:28,20,41,29,33,46.8
790,Mark Scheifele\scheima01,28,WPG,C,60,24,36,60,-17,23,5.4,17,7,0,2,25,11,0,142,16.9,1280,21:20,43,33,386,380,50.4
791,Brayden Schenn\schenbr01,30,STL,C,48,18,24,42,18,29,4.9,13,5,0,2,18,6,0,86,20.9,845,17:36,12,83,192,205,48.4
792,Luke Schenn\schenlu01,32,VAN,D,51,3,11,14,13,47,3.6,3,0,0,1,11,0,0,63,4.8,872,17:06,74,214,0,0,
793,Nick Schmaltz\schmani01,25,ARI,C,45,19,25,44,9,6,5.1,16,3,0,4,22,3,0,85,22.4,785,17:27,16,11,80,94,46
794,Nate Schmidt\schmina01,30,WPG,D,65,4,27,31,-1,10,4.3,3,1,0,1,16,10,1,97,4.1,1319,20:18,89,34,0,0,
795,Braden Schneider\schnebr01,20,NYR,D,27,1,5,6,3,4,1.4,1,0,0,0,4,1,0,20,5,427,15:49,33,42,0,0,
796,Corey Schueneman\schueco01,26,MTL,D,15,1,3,4,-2,8,0.6,1,0,0,0,2,1,0,22,4.5,245,16:19,20,7,0,0,
797,Justin Schultz\schulju01,31,WSH,D,59,2,13,15,-8,8,1.9,1,1,0,1,11,2,0,72,2.8,1006,17:03,65,28,0,0,
798,Jaden Schwartz\schwaja01,29,SEA,C,37,8,15,23,-13,14,1.6,7,1,0,0,12,3,0,101,7.9,683,18:27,13,42,17,18,48.6
799,Cole Schwindt\schwico01,20,FLA,RW,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,9,9:27,0,5,2,3,40
800,Nick Seeler\seeleni01,28,PHI,D,41,1,2,3,-2,24,0.8,1,0,0,0,2,0,0,28,3.6,539,13:08,62,73,0,0,
801,Tyler Seguin\seguity01,30,DAL,C,63,19,18,37,-13,26,3.2,16,3,0,2,10,8,0,163,11.7,1128,17:54,23,81,353,279,55.9
802,Moritz Seider\seidemo01,20,DET,D,65,5,37,42,0,30,5.9,3,2,0,3,20,15,2,138,3.6,1503,23:08,131,105,0,0,
803,Andrej Sekera\sekeran01,35,DAL,D,28,0,3,3,-4,14,0.5,0,0,0,0,3,0,0,20,0,385,13:45,21,13,0,0,
804,Kirill Semyonov\semyoki01,27,TOR,C,3,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,1,0,30,10:02,0,4,1,1,50
805,Brett Seney\seneybr01,25,TOR,LW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,14,7:01,2,3,0,5,0
806,Mikhail Sergachev\sergami01,23,TBL,D,60,5,26,31,13,46,5.6,4,1,0,1,20,5,1,112,4.5,1354,22:34,92,97,0,0,
807,Damon Severson\severda01,27,NJD,D,63,10,26,36,-15,51,4.8,5,5,0,0,16,9,1,137,7.3,1485,23:34,74,65,0,0,
808,Michael Sgarbossa\sgarbmi01,29,WSH,C,10,2,2,4,3,0,0.5,2,0,0,0,2,0,0,11,18.2,99,9:54,2,7,41,31,56.9
809,Yegor Sharangovich\sharaye01,23,NJD,C,59,16,20,36,-11,6,3.1,14,1,1,3,19,1,0,128,12.5,955,16:11,23,28,79,114,40.9
810,Kevin Shattenkirk\shattke01,33,ANA,D,67,7,22,29,-7,32,4.8,6,1,0,1,10,12,0,136,5.1,1405,20:59,104,55,0,0,
811,Logan Shaw\shawlo01,30,OTT,RW,17,1,2,3,-3,2,0.1,1,0,0,0,2,0,0,17,5.9,159,9:23,5,11,58,57,50.4
812,Mason Shaw\shawma01,23,MIN,C,3,0,0,0,-2,5,-0.1,0,0,0,0,0,0,0,7,0,27,8:59,1,6,1,2,33.3
813,Riley Sheahan\sheahri01,30,SEA,C,52,2,9,11,4,0,0.5,2,0,0,0,7,0,2,54,3.7,610,11:44,20,13,196,225,46.6
814,Conor Sheary\shearco01,29,WSH,LW,57,16,18,34,-2,14,3.4,14,2,0,4,14,4,0,109,14.7,885,15:32,36,37,10,14,41.7
815,Kiefer Sherwood\sherwki01,26,COL,RW,11,1,1,2,3,0,0.2,1,0,0,1,1,0,0,9,11.1,94,8:34,4,12,1,0,100
816,Kole Sherwood\sherwko01,25,NSH,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8:08,0,3,0,0,
817,Devin Shore\shorede01,27,EDM,C,45,5,6,11,-4,8,0.6,4,0,1,0,6,0,0,33,15.2,426,9:28,21,59,84,95,46.9
818,Jonas Siegenthaler\siegejo01,24,NJD,D,64,1,13,14,-3,36,2.5,1,0,0,0,12,0,1,85,1.2,1326,20:43,95,85,0,0,
819,Dylan Sikura\sikurdy01,26,COL,C,5,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,50,9:57,3,0,0,0,
820,Jakob Silfverberg\silfvja01,31,ANA,LW,53,5,16,21,-3,30,1.1,4,1,0,0,12,4,0,120,4.2,903,17:02,40,16,8,16,33.3
821,Cole Sillinger\sillico01,18,CBJ,C,63,11,10,21,-21,25,0.8,11,0,0,3,9,1,0,118,9.3,850,13:30,34,70,280,309,47.5
822,Radim Simek\simekra01,29,SJS,D,34,1,1,2,-12,8,0.1,1,0,0,0,1,0,0,24,4.2,467,13:45,38,90,0,0,
823,Wayne Simmonds\simmowa01,33,TOR,RW,59,4,10,14,-4,51,0.6,4,0,0,2,9,1,0,68,5.9,560,9:29,9,105,3,3,50
824,Dominik Simon\simondo01,27,TOT,C,57,3,7,10,1,28,0.4,3,0,0,1,6,1,0,69,4.3,564,9:54,28,57,5,10,33.3
824,Dominik Simon\simondo01,27,PIT,C,55,3,6,9,0,28,0.3,3,0,0,1,5,1,0,67,4.5,530,9:39,25,55,5,10,33.3
824,Dominik Simon\simondo01,27,ANA,C,2,0,1,1,1,0,0.1,0,0,0,0,1,0,0,2,0,34,16:53,3,2,0,0,
825,Colton Sissons\sissoco01,28,NSH,C,62,6,21,27,6,22,1.7,5,1,0,0,18,3,0,69,8.7,996,16:04,31,147,557,434,56.2
826,Jeff Skinner\skinnje01,29,BUF,LW,63,26,19,45,-9,22,5.2,23,3,0,3,15,4,0,205,12.7,1083,17:11,16,19,70,97,41.9
827,Brady Skjei\skjeibr01,27,CAR,D,65,7,20,27,15,38,6,7,0,0,0,20,0,0,144,4.9,1369,21:03,62,77,0,0,
828,Jaccob Slavin\slavija01,27,CAR,D,63,3,30,33,17,10,6.5,2,1,0,0,22,6,2,128,2.3,1498,23:46,106,43,0,0,
829,Josiah Slavin\slavijo01,23,CHI,LW,15,0,1,1,0,4,-0.2,0,0,0,0,1,0,0,13,0,180,12:02,4,12,29,38,43.3
830,Brendan Smith\smithbr05,32,CAR,D,31,3,2,5,3,21,1.5,3,0,0,1,2,0,0,38,7.9,435,14:02,29,54,0,0,
831,C.J. Smith\smithcj01,27,CAR,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:22,0,1,0,0,
832,Cole Smith\smithco02,26,NSH,F,8,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,71,8:50,1,21,0,1,0
833,Craig Smith\smithcr01,32,BOS,C,58,15,16,31,7,26,3.5,15,0,0,1,13,3,0,151,9.9,840,14:29,23,79,2,8,20
834,Gemel Smith\smithge02,27,DET,C,3,0,1,1,-2,5,0,0,0,0,0,1,0,0,1,0,20,6:46,1,0,6,4,60
835,Givani Smith\smithgi01,23,DET,RW,46,4,3,7,-6,108,0.2,4,0,0,0,3,0,0,50,8,390,8:28,20,86,1,1,50
836,Reilly Smith\smithre01,30,VEG,RW,56,16,22,38,4,8,3.8,11,3,2,3,16,4,2,150,10.7,996,17:47,23,55,4,4,50
837,Ty Smith\smithty01,21,NJD,D,53,3,13,16,-19,14,1.3,3,0,0,0,9,4,0,57,5.3,912,17:12,55,27,0,0,
838,Joe Snively\snivejo01,26,WSH,F,12,4,3,7,3,2,1,3,1,0,0,3,0,0,21,19,139,11:33,3,2,0,1,0
839,Victor Soderstrom\sodervi01,20,ARI,D,13,0,0,0,-6,4,-0.2,0,0,0,0,0,0,0,10,0,212,16:18,17,9,0,0,
840,Egor Sokolov\sokoleg01,21,OTT,F,8,0,0,0,-6,4,-0.3,0,0,0,0,0,0,0,8,0,83,10:22,4,13,0,0,
841,Carson Soucy\soucyca01,27,SEA,D,47,9,8,17,11,29,4.2,8,0,1,1,6,2,0,72,12.5,813,17:18,53,86,0,0,
842,Blake Speers\speerbl01,25,ARI,C,2,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,1,0,18,9:10,2,3,6,5,54.5
843,Jordan Spence\spencjo01,20,LAK,D,9,1,3,4,1,2,0.8,1,0,0,1,2,1,0,15,6.7,191,21:12,11,18,0,0,
844,Jason Spezza\spezzja01,38,TOR,C,58,10,10,20,-5,22,1.6,7,3,0,0,4,6,0,81,12.3,634,10:56,23,22,270,233,53.7
845,Daniel Sprong\spronda01,24,TOT,RW,49,10,6,16,8,8,1.8,9,1,0,0,6,0,0,109,9.2,625,12:46,12,36,0,2,0
845,Daniel Sprong\spronda01,24,WSH,RW,47,8,6,14,6,8,1.4,8,0,0,0,6,0,0,102,7.8,599,12:45,12,35,0,2,0
845,Daniel Sprong\spronda01,24,SEA,RW,2,2,0,2,2,0,0.4,1,1,0,0,0,0,0,7,28.6,26,13:06,0,1,0,0,
846,Jared Spurgeon\spurgja01,32,MIN,D,48,6,22,28,21,10,4.9,6,0,0,1,12,10,0,83,7.2,1019,21:14,59,31,0,0,
847,Jordan Staal\staaljo01,33,CAR,C,63,8,15,23,6,14,1.6,7,1,0,1,14,1,0,120,6.7,1054,16:43,26,183,595,457,56.6
848,Marc Staal\staalma01,35,DET,D,57,3,10,13,9,24,3.1,3,0,0,1,10,0,0,63,4.8,967,16:58,61,66,0,0,
849,Steven Stamkos\stamkst01,31,TBL,C,63,29,40,69,8,24,7.9,18,11,0,7,27,13,0,184,15.8,1175,18:39,24,77,450,420,51.7
850,Logan Stanley\stanllo01,23,WPG,D,51,1,12,13,5,42,2.3,1,0,0,1,11,0,1,74,1.4,791,15:31,82,113,0,0,
851,Paul Stastny\stastpa01,36,WPG,C,55,17,15,32,6,10,3.4,13,4,0,2,12,3,0,101,16.8,960,17:28,21,23,158,110,59
852,Troy Stecher\stechtr01,27,TOT,D,19,1,1,2,-5,11,0.2,1,0,0,0,1,0,0,33,3,294,15:30,20,26,0,0,
